순위,영화명,개봉일,매출액 ,매출액점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
870,나의 젊은 형수님 - 감독판,2019.9.11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
870,남의 아내 무삭제판,2019.9.17,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
870,남편 교환의 날,2019.4.17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
870,남편 교환의 날 - 감독판,2019.6.14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
870,남편친구들 무삭제판,2019.10.15,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,이채담
870,내 동생의 아내 무삭제,2019.6.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,설영
870,내 사촌 누나,2019.4.19,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
870,내 사촌 누나 무삭제,2019.8.14,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
870,내 아내를 과장이 후렸다,2019.10.18,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)뮤직엔닷컴,(주)뮤직엔닷컴,청소년관람불가,성인물(에로),제임스 오,
870,내 아내의 언니 3 무삭제,2019.6.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
870,내 아내의 엄마 무삭제,2019.9.11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
870,내 아내의 친구들,2019.7.1,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재훈,
870,내 엄마의 친구 2 무삭제,2019.7.25,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이동현,
870,내 여자친구의 엄마 무삭제,2019.5.9,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
870,내 여친은 20살,2019.8.30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
870,내 착한 새엄마 (감독판),2019.1.29,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재금,
870,내방에 일본여자가 있다 무삭제판,2019.8.30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,,(주)엔트리미디어,청소년관람불가,성인물(에로),노세기,
870,내아내의제자들,2019.2.18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,내아내의제자들-무삭제,2019.4.12,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,내여자의 정사-무삭제판,,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,,,청소년관람불가,멜로/로맨스,이민,
870,내친구의두엄마,2019.1.25,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,내친구의두엄마-무삭제,2019.3.29,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,누나 친구 3 무삭제,2019.9.11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
870,누나의 비디오,2019.3.28,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)엔트리미디어,(주)엔트리미디어,청소년관람불가,성인물(에로),에로핑,
870,독고다이,2019.6.18,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,15세이상관람가,드라마,이수성,
870,동갑내기 엄마-무삭제,2019.1.18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,성기만,
870,동생의 여자들,2019.5.3,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",이진,
870,동생의 여자들 - 감독판,2019.10.4,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
870,동호회의 목적 2 무삭제,2019.8.27,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,"안소희,이은미"
870,등산의 참맛 무삭제판,2019.10.1,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,청소년관람불가,"드라마,멜로/로맨스",한동호,
870,딸의 애인 2-무삭제판,2019.6.5,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
870,딸의 친구 3 - 무삭제판,2019.6.11,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
870,딸의 친구 4 - 무삭제판,2019.10.1,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
870,련희와 연희,2017.12.14,"8,000",0.0%,"6,097,500",1,"1,485",1,1,한국,한국,장풍E&M,M&M 인터내셔널,15세이상관람가,드라마,"최종구,손병조","이상희,서아연,윤은지,김주후,유상원,이정표"
870,막내 형수 - 무삭제판,2019.9.10,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
870,맛있는 세자매-무삭제,2019.2.20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,장두만,
870,맛있는 섹스 그리고 여군,2019.8.2,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
870,맛있는 섹스 그리고 여군 무삭제,2019.10.18,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
870,맛있는 아내(무삭제판),2019.4.11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)마이애미미디어,(주)나우콘텐츠,청소년관람불가,멜로/로맨스,노현진,"이채담,민도윤"
870,맛있는 여상사,2019.7.5,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
870,맛있는 여상사 무삭제,2019.9.4,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
870,맛있는누나들-무삭제,2019.2.1,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,강백호,설영
870,매력적인 장모님들,2019.1.4,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재금,
870,매력적인 장모님들 (감독판),2019.1.29,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재금,
870,며느리의 남자,2019.10.24,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김환,이은미
870,몸도 주고 마음도 주고,2019.8.16,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
870,물좋은하숙집-무삭제,2019.3.25,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,장두만,
870,물좋은하숙집2,2019.1.18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,장두만,
870,물좋은하숙집2-무삭제,2019.5.3,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,장두만,
870,미용실 : 특별한 서비스 3 무삭제,2019.9.11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김종민,
870,밀애 2019,2019.6.7,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
870,밀애 : 착한 처제,2019.7.10,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
870,밀애 : 착한 처제 무삭제,2019.9.10,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
870,밀애 : 착한 형수 무삭제,2019.3.11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,이채담
870,밀애 : 친구의 아내 무삭제,2019.5.24,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,
870,바람난 아내들-무삭제,2019.3.8,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,장두만,
870,바람난 아내들2-무삭제,2019.4.19,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,장두만,
870,바람불어 좋은 날,1980.11.27,"7,000",0.0%,"2,768,000",1,"1,039",1,1,한국,한국,(주)동아수출공사,,연소자관람불가,드라마,이장호,"안성기,김성찬,이영호,유지인,임예진,김보연"
870,발기찬 처가살이 무삭제판,2019.8.27,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
870,보도드라이버: 떡마차 무삭제판,2019.9.6,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,두리컴,두리컴,청소년관람불가,성인물(에로),이두희,
870,보도드라이버: 풀코스 무삭제판,2019.10.15,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,두리컴,두리컴,청소년관람불가,성인물(에로),김덕,
870,복상사 미망인을 탐하는 남자들,2019.10.18,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)뮤직엔닷컴,(주)뮤직엔닷컴,청소년관람불가,성인물(에로),제임스 오,
870,불륜 동창회 2 무삭제,2019.6.7,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김종민,"안소희,이채담"
870,불륜: 내 친구의 아내,2019.8.5,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",이재훈,
870,불륜: 아내 친구,2019.10.2,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
870,불륜: 아내 친구 - 감독판,2019.10.21,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
870,비가오면 하고싶다,2019.10.21,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)뮤직엔닷컴,(주)뮤직엔닷컴,청소년관람불가,성인물(에로),제임스 오,
870,뺑덕어멈,2019.6.20,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이숭환,
870,사돈처녀 - 무삭제판,2019.3.18,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
870,사장님 한 번 더 해요,2019.10.11,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,박은석,
870,사촌여동생들,2019.4.22,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,사촌여동생들-무삭제,2019.5.31,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,사춘기 여동생 무삭제판,2019.3.4,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,선셋 시네마,선셋 시네마,청소년관람불가,멜로/로맨스,이상수,"이소희,도모세"
870,살맛,2019.10.24,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,엔트리커뮤니케이션즈,엔트리커뮤니케이션즈,청소년관람불가,성인물(에로),김레이,
870,삼포가는 길,1975.5.23,"7,000",0.0%,"9,742,000",1,"4,836",1,1,한국,한국,연방영화(주),,청소년관람불가,드라마,이만희,"백일섭,김진규,문숙"
870,상류시대 무삭제판,2019.3.25,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,하마사키 마오
870,새아빠 무삭제,2019.5.30,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
870,새엄마 3 무삭제판,2019.6.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
870,새엄마들 2019 - 무삭제,2019.10.2,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,왕지방,
870,세부야놀자,2019.10.24,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,엔트리커뮤니케이션즈,엔트리커뮤니케이션즈,청소년관람불가,성인물(에로),김레이,
870,섹스 헬스장,2019.10.25,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,박은석,
870,섹스는 맛있다 무삭제판,2019.2.7,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,제임스 김,
870,섹스하기 좋은 날,2019.3.15,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,박주빈
870,소희의은근히꼴리는사생활,2019.5.24,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김이슬,"안소희,민도윤"
870,소희의은근히꼴리는사생활-무삭제,2019.7.22,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김이슬,
870,수상한 아가씨,2019.4.1,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,고구마콘텐츠허브(주),고구마콘텐츠허브(주),청소년관람불가,기타,김서연,
870,스와핑 : 대학 동창들,2019.8.16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
870,스와핑 : 두자매,2019.8.30,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
870,스와핑 : 두자매 무삭제,2019.10.25,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
870,스와핑 : 친구부부의 쾌락 3,2019.7.26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"멜로/로맨스,드라마",김진수,미즈키 나오
870,스와핑: 교수와 제자들,2019.4.17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
870,스와핑: 교수와 제자들 - 감독판,2019.9.10,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",이정,
870,시아버지와 두 며느리 2,2019.7.17,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
870,시아버지와 두 며느리 2 무삭제,2019.9.10,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
870,아내의 교환섹스 무삭제판,2019.10.17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
870,아내의 맛 무삭제판,2019.4.22,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
870,아내의 엄마 2,2019.1.25,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,이채담
870,아내의 엄마들(감독판),2019.1.11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
870,아내의 음란한 유혹,2019.9.20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)메이크아트,(주)메이크아트,청소년관람불가,"멜로/로맨스,성인물(에로)",이지은,
870,아내의교환섹스,2019.7.19,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
870,아내의여동생,2019.10.11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,최성길,
870,아빠친구2-무삭제판,2019.1.4,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,감자,
870,알래스카 북극곰(무삭제판),2019.4.11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)마이애미미디어,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마,코미디",윤중부,"설영,이채담,민도윤"
870,애인 교환의 날,2019.10.21,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재금,
870,약혼녀의 언니,2019.7.12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)메이크아트,(주)메이크아트,청소년관람불가,멜로/로맨스,이지은,
870,어린 누나 2 - 무삭제판,2019.1.24,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
870,어린 누나 3 - 무삭제판,2019.7.30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
870,어린 누나-무삭제판,2018.6.26,"2,000",0.0%,"4,000",1,2,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
870,어린 사촌 여동생들,2019.4.5,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
870,어린 새엄마-감독판,2019.2.14,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
870,어린 새엄마들 (감독판),2019.1.11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
870,어린 엄마 2 - 무삭제판,2019.5.21,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
870,어린 엄마 3 - 무삭제판,2019.7.30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
870,어린 여동생,2019.6.3,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",강정훈,
870,어린 장모들 (감독판),2019.1.11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
870,어린 제부 2019,2019.1.29,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
870,어린 제부 2019 (감독판),2019.3.8,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
870,어린 처제 3 - 무삭제판,2019.8.14,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
870,어린 처형- 무삭제판,2019.1.22,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
870,어린 형수,2016.9.23,"2,000",0.0%,"7,000",1,2,1,1,한국,한국,핵존슨,핵존슨,청소년관람불가,멜로/로맨스,최우성,
870,어린 형수 4-무삭제판,2019.3.18,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
870,어린 형수님들,2019.1.11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재금,
870,어린 형수님들 (감독판),2019.3.8,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재금,
870,어린 형수와 여동생,2019.6.14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
870,어린여동생,2019.7.8,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,어린여동생-무삭제,2019.9.13,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,어쩌다 옥탑방,2019.4.17,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,고구마콘텐츠허브(주),고구마콘텐츠허브(주),15세이상관람가,"SF,판타지",최병욱,
870,엄마 애인 2 - 무삭제판,2019.5.14,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
870,엄마 애인 3 - 무삭제판,2019.7.30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
870,엄마의 정사 무삭제,2019.5.28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
870,엄마친구의맛-무삭제,2019.2.28,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
870,엄마학개론-무삭제,2019.6.5,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,차지민,
870,여기어때 빈방있나요,2019.1.18,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)엔트리미디어,(주)엔트리미디어,청소년관람불가,멜로/로맨스,준세,"이은미,도모세"
870,여대생 출장맛사지 무삭제판,2019.10.24,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
870,여대생들의은밀한아르바이트-무삭제,2019.7.26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,천성준,
870,여대생출장맛사지,2019.8.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
870,여선생2 무삭제,2019.5.23,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,코미디,김대성,
870,여성친구,2019.8.30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)피에이치미디어,(주)피에이치미디어,청소년관람불가,성인물(에로),우기상,
870,여직원들 : 직장 연애사 2 무삭제,2019.6.18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
870,여친 엄마 3,2019.3.28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김종민,"백세리,안소희"
870,여친의 맛,2019.6.21,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,이호근,
870,여친의 맛 무삭제,2019.9.4,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
