순위,영화명,개봉일,상영횟수,상영점유율,매출액,누적매출액,관객수,누적관객수
13,그림자들의 섬,2016-08-25,4,0.053%,3034000,26210300,405,3793
17,인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,3,0.04%,288000,218371200,48,26790
18,우리들,2016-06-16,2,0.027%,71000,344715960,9,46054
18,태양은늙지않는다,,2,0.027%,396000,1819000,198,907
18,왕초와 용가리,2016-09-08,2,0.027%,19000,5637200,3,909
18,물숨,2016-09-29,2,0.027%,1295000,19249400,185,2487
18,범죄의 여왕,2016-08-25,2,0.027%,144000,342143400,17,43571
23,이태원,,1,0.013%,112500,257500,30,64
23,황색바람,,1,0.013%,52500,65000,15,18
23,다시 태어나도 우리,2017-09-27,1,0.013%,47500,207000,11,47
23,죽여주는 여자,2016-10-06,1,0.013%,1904000,12468000,238,1480
23,"9월 수요단편극장 ""여배우의 힘 - 이상희, 김새벽, 천우희""",,1,0.013%,262000,262000,34,34
23,할머니의 먼 집,2016-09-29,1,0.013%,135000,3372000,15,517
23,깨어난 침묵,,1,0.013%,7500,479000,2,95
23,충녀,1972-10-06,1,0.013%,224000,224000,46,46
23,라바야데르,,1,0.013%,0,0,0,0
23,부산행,2016-07-20,1,0.013%,720000,93174370048,120,11564976
23,국가대표 2,2016-08-10,1,0.013%,840000,5480587042,120,709600
1,아수라,2016-09-28,5802,76.564%,1745192570,4874408570,233804,734132
2,밀정,2016-09-07,1491,19.675%,233160680,58156052073,33756,7111123
3,물숨,2016-09-29,67,0.884%,3453000,22702400,506,2993
4,돈 맛,2016-09-29,50,0.66%,8419000,8419000,1729,1729
5,"고산자, 대동여지도",2016-09-07,41,0.541%,6661000,7751000058,1248,966696
6,할머니의 먼 집,2016-09-29,23,0.304%,1176600,4548600,173,690
7,야한이야기,2016-09-29,20,0.264%,1587000,1587000,313,313
8,최악의 하루,2016-08-25,15,0.198%,549000,630022990,70,79538
8,나홀로 휴가,2016-09-22,15,0.198%,3808000,59239100,485,7761
10,달빛궁궐,2016-09-07,14,0.185%,1147500,1119725200,201,148526
11,불청객 - 반가운 손님,2016-09-29,5,0.066%,18000,18000,5,5
11,달기,,5,0.066%,616000,2325000,308,1160
11,덕혜옹주,2016-08-03,5,0.066%,536500,44377936609,78,5595794
14,자백,2016-10-13,4,0.053%,4658000,86204000,761,12586
15,그림자들의 섬,2016-08-25,2,0.026%,1280000,27490300,167,3960
15,인천상륙작전,2016-07-27,2,0.026%,454000,55088879803,112,7047066
15,나는 증인이다,2016-09-14,2,0.026%,28200,4821200,5,927
15,인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,2,0.026%,240000,218611200,40,26830
19,우리들,2016-06-16,1,0.013%,7000,344722960,1,46055
19,범죄의 여왕,2016-08-25,1,0.013%,15000,342158400,2,43573
19,하류인생,2004-05-21,1,0.013%,13500,1470941000,2,224796
19,대결,2016-09-22,1,0.013%,1530000,232086500,170,30118
19,아가씨(확장판),,1,0.013%,221500,84132100,35,11147
19,여배우들,2009-12-10,1,0.013%,480500,3777585400,67,513241
19,왕초와 용가리,2016-09-08,1,0.013%,7000,5644200,1,910
19,브링 홈: 아버지의 땅,2016-09-01,1,0.013%,24000,82182200,6,10582
19,부산행,2016-07-20,1,0.013%,15000,93174385048,3,11564979
19,22,2018-08-14,1,0.013%,17500,17500,4,4
19,터널,2016-08-10,1,0.013%,20500,57529070417,3,7120450
19,그랜드파더,2016-08-31,1,0.013%,0,233036600,0,31526
19,칠수와 만수,1988-11-26,1,0.013%,9000,9000,1,1
1,아수라,2016-09-28,6082,77.626%,2002165161,6876573731,241877,976009
2,밀정,2016-09-07,1490,19.017%,340380668,58496432741,44666,7155789
3,물숨,2016-09-29,68,0.868%,2327800,25030200,303,3296
4,"고산자, 대동여지도",2016-09-07,35,0.447%,6820400,7757820458,1124,967820
5,할머니의 먼 집,2016-09-29,26,0.332%,976000,5524600,130,820
6,불륜의 후예,2016-09-30,20,0.255%,963000,963000,183,183
7,럭키,2016-10-13,17,0.217%,44070000,83026000,4407,9584
8,달빛궁궐,2016-09-07,16,0.204%,831800,1120557000,133,148659
8,최악의 하루,2016-08-25,16,0.204%,1225200,631248190,156,79694
10,나홀로 휴가,2016-09-22,13,0.166%,257000,59496100,37,7798
11,대결,2016-09-22,6,0.077%,1087000,233173500,171,30289
12,불청객 - 반가운 손님,2016-09-29,5,0.064%,18000,36000,5,10
12,한강블루스,2016-09-22,5,0.064%,872000,14269100,83,1710
12,덕혜옹주,2016-08-03,5,0.064%,606500,44378543109,79,5595873
12,자백,2016-10-13,5,0.064%,9016000,95220000,1288,13874
16,돈 맛,2016-09-29,4,0.051%,20000,8439000,4,1733
17,범죄의 여왕,2016-08-25,2,0.026%,15000,342173400,5,43578
17,아가씨(확장판),,2,0.026%,484000,84616100,60,11207
17,그랜드파더,2016-08-31,2,0.026%,22000,233058600,5,31531
17,브링 홈: 아버지의 땅,2016-09-01,2,0.026%,0,82182200,0,10582
17,우리들,2016-06-16,2,0.026%,243000,344965960,48,46103
17,인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,2,0.026%,240000,218851200,40,26870
23,그림자들의 섬,2016-08-25,1,0.013%,6000,27496300,1,3961
23,나는 증인이다,2016-09-14,1,0.013%,45000,4866200,9,936
23,바람불어 좋은 날,1980-11-27,1,0.013%,31000,2553000,4,1000
23,터널,2016-08-10,1,0.013%,72000,57529142417,9,7120459
23,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016-08-17,1,0.013%,11000,266422920,2,34948
23,부산행,2016-07-20,1,0.013%,16000,93174401048,2,11564981
23,인천상륙작전,2016-07-27,1,0.013%,39000,55088918803,5,7047071
23,"소년, 소녀를 만나다",,1,0.013%,12000,12000,2,2
23,칠수와 만수,1988-11-26,1,0.013%,17000,26000,3,4
23,뒷담화: 감독이 미쳤어요,2013-02-28,1,0.013%,31000,38726100,4,5310
1,아수라,2016-09-28,6501,80.748%,3429938471,10306512202,394406,1370415
2,밀정,2016-09-07,1350,16.768%,501618990,58998051731,59886,7215675
3,물숨,2016-09-29,57,0.708%,4024500,29054700,501,3797
4,"고산자, 대동여지도",2016-09-07,27,0.335%,3738500,7761558958,479,968299
5,달빛궁궐,2016-09-07,23,0.286%,2350000,1122907000,376,149035
6,할머니의 먼 집,2016-09-29,21,0.261%,1270300,6794900,169,989
7,최악의 하루,2016-08-25,15,0.186%,1267000,632515190,154,79848
8,나홀로 휴가,2016-09-22,11,0.137%,215600,59711700,31,7829
9,브링 홈: 아버지의 땅,2016-09-01,6,0.075%,16006000,98188200,2001,12583
10,불청객 - 반가운 손님,2016-09-29,5,0.062%,18000,54000,5,15
11,범죄의 여왕,2016-08-25,4,0.05%,210000,342383400,30,43608
12,그랜드파더,2016-08-31,3,0.037%,34000,233092600,5,31536
12,자백,2016-10-13,3,0.037%,4690000,99910000,483,14357
12,한강블루스,2016-09-22,3,0.037%,128000,14397100,15,1725
12,대결,2016-09-22,3,0.037%,142000,233315500,15,30304
16,우리들,2016-06-16,2,0.025%,55000,345020960,11,46114
16,인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,2,0.025%,240000,219091200,40,26910
16,나는 증인이다,2016-09-14,2,0.025%,53600,4919800,7,943
16,죽여주는 여자,2016-10-06,2,0.025%,1055000,13523000,135,1615
16,우아한 나체들,,2,0.025%,225600,367600,31,59
21,거인,2014-11-13,1,0.012%,54000,180516300,9,23979
21,알피니스트,,1,0.012%,0,0,0,0
21,그물,2016-10-06,1,0.012%,332000,9924000,52,1251
21,아가씨(확장판),,1,0.012%,130000,84746100,16,11223
21,일사각오,2016-03-17,1,0.012%,168000,682254500,28,94712
21,인천상륙작전,2016-07-27,1,0.012%,510000,55089428803,85,7047156
21,양치기들,2016-06-02,1,0.012%,308000,49882200,38,6218
21,터널,2016-08-10,1,0.012%,69000,57529211417,9,7120468
21,그림자들의 섬,2016-08-25,1,0.012%,28000,27524300,4,3965
1,아수라,2016-09-28,6199,79.925%,3770794860,14077307062,432276,1802691
2,밀정,2016-09-07,1352,17.432%,648711900,59646763631,76761,7292436
3,물숨,2016-09-29,63,0.812%,4923100,33977800,611,4408
4,"고산자, 대동여지도",2016-09-07,26,0.335%,5606400,7767165358,651,968950
5,달빛궁궐,2016-09-07,23,0.297%,3259300,1126166300,512,149547
6,할머니의 먼 집,2016-09-29,22,0.284%,1299800,8094700,164,1153
7,최악의 하루,2016-08-25,14,0.181%,1073500,633588690,127,79975
8,나홀로 휴가,2016-09-22,11,0.142%,324000,60035700,45,7874
9,브링 홈: 아버지의 땅,2016-09-01,6,0.077%,16038000,114226200,2009,14592
10,불청객 - 반가운 손님,2016-09-29,5,0.064%,18000,72000,5,20
11,마지막 찻잔,1979-07-06,4,0.052%,420000,4361000,210,2178
11,대결,2016-09-22,4,0.052%,1974000,235289500,200,30504
13,한강블루스,2016-09-22,3,0.039%,58000,14455100,9,1734
13,오오단편극장 – 김태리 배우 특별전,,3,0.039%,1134000,1134000,162,162
13,나무없는 산,2009-08-27,3,0.039%,124000,55547500,62,7866
16,우리들,2016-06-16,2,0.026%,136000,345156960,22,46136
16,인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,2,0.026%,240000,219331200,40,26950
16,그랜드파더,2016-08-31,2,0.026%,29000,233121600,4,31540
19,아가씨(확장판),,1,0.013%,287000,85033100,30,11253
19,부산행,2016-07-20,1,0.013%,24000,93174425048,3,11564984
19,나는 증인이다,2016-09-14,1,0.013%,24000,4943800,3,946
19,죽여주는 여자,2016-10-06,1,0.013%,397000,13920000,57,1672
19,여배우들,2009-12-10,1,0.013%,386000,3777971400,42,513283
19,글로리데이,2016-03-24,1,0.013%,180000,1487015668,30,189375
19,어우동: 주인 없는 꽃,2015-01-29,1,0.013%,18000,68511000,9,13168
19,왕초와 용가리,2016-09-08,1,0.013%,16000,5660200,2,912
19,미망인,1955-12-10,1,0.013%,9000,663000,3,308
19,자백,2016-10-13,1,0.013%,1120000,101030000,160,14517
19,그물,2016-10-06,1,0.013%,504500,10428500,69,1320
19,터널,2016-08-10,1,0.013%,18000,57529229417,2,7120470
1,아수라,2016-09-28,5609,78.878%,2398718100,16476025162,278180,2080871
2,밀정,2016-09-07,1314,18.478%,547643800,60194407431,66543,7358979
3,물숨,2016-09-29,58,0.816%,4406500,38384300,546,4954
4,"고산자, 대동여지도",2016-09-07,28,0.394%,6661400,7773826758,820,969770
5,할머니의 먼 집,2016-09-29,23,0.323%,1795000,9889700,227,1380
6,달빛궁궐,2016-09-07,21,0.295%,4937700,1131104000,673,150220
7,최악의 하루,2016-08-25,15,0.211%,1188000,634776690,143,80118
8,나홀로 휴가,2016-09-22,9,0.127%,450000,60485700,62,7936
9,불청객 - 반가운 손님,2016-09-29,5,0.07%,18000,90000,5,25
10,마지막 찻잔,1979-07-06,4,0.056%,395000,4756000,196,2374
10,나무없는 산,2009-08-27,4,0.056%,100000,55647500,50,7916
12,한강블루스,2016-09-22,3,0.042%,53000,14508100,6,1740
12,적도의 꽃,1983-10-29,3,0.042%,466000,1909000,240,795
14,대결,2016-09-22,2,0.028%,104000,235393500,11,30515
14,인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,2,0.028%,240000,219571200,40,26990
16,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,1,0.014%,2240000,2240000,224,224
16,부산행,2016-07-20,1,0.014%,21000,93174446048,3,11564987
16,우리들,2016-06-16,1,0.014%,76000,345232960,12,46148
16,그림자들의 섬,2016-08-25,1,0.014%,48000,27572300,6,3971
16,브링 홈: 아버지의 땅,2016-09-01,1,0.014%,18000,114244200,3,14595
16,뒷담화: 감독이 미쳤어요,2013-02-28,1,0.014%,69000,38795100,7,5317
16,부러진 화살,2012-01-18,1,0.014%,82000,25938022000,14,3460199
16,하녀,1960-11-03,1,0.014%,259000,20377500,44,4949
16,그랜드파더,2016-08-31,1,0.014%,26000,233147600,4,31544
16,아가씨(확장판),,1,0.014%,272500,85305600,30,11283
16,서울역,2016-08-17,1,0.014%,12000,1162393562,2,147019
1,아수라,2016-09-28,4921,75.118%,570440900,17046466062,75757,2156628
2,밀정,2016-09-07,1375,20.989%,123019700,60317427131,17355,7376334
3,물숨,2016-09-29,73,1.114%,1573700,39958000,224,5178
4,"고산자, 대동여지도",2016-09-07,28,0.427%,2525000,7776351758,469,970239
5,엄마의 남자,,20,0.305%,809000,809000,159,159
6,할머니의 먼 집,2016-09-29,18,0.275%,1022000,10911700,163,1543
6,달빛궁궐,2016-09-07,18,0.275%,898500,1132002500,158,150378
8,럭키,2016-10-13,17,0.26%,5474000,88500000,782,10366
8,나홀로 휴가,2016-09-22,17,0.26%,200000,60685700,31,7967
10,최악의 하루,2016-08-25,12,0.183%,400000,635176690,48,80166
11,대결,2016-09-22,11,0.168%,914000,236307500,108,30623
12,한강블루스,2016-09-22,5,0.076%,66000,14574100,9,1749
13,마지막 찻잔,1979-07-06,4,0.061%,204000,4960000,102,2476
14,우리들,2016-06-16,3,0.046%,162000,345394960,22,46170
14,그랜드파더,2016-08-31,3,0.046%,11000,233158600,2,31546
14,적도의 꽃,1983-10-29,3,0.046%,291000,2200000,147,942
17,범죄의 여왕,2016-08-25,2,0.031%,6000,342389400,1,43609
17,자백,2016-10-13,2,0.031%,2680000,103710000,335,14852
17,브링 홈: 아버지의 땅,2016-09-01,2,0.031%,24000,114268200,3,14598
17,인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,2,0.031%,240000,219811200,40,27030
17,나는 증인이다,2016-09-14,2,0.031%,30000,4973800,5,951
17,그림자들의 섬,2016-08-25,2,0.031%,30000,27602300,4,3975
23,일사각오,2016-03-17,1,0.015%,171000,682425500,29,94741
23,10월 단편 상상극장-제10회 대단한 단편영화제 수상작 모음,,1,0.015%,98000,98000,13,13
23,사돈의 팔촌,2016-05-12,1,0.015%,0,8140700,0,1159
23,부산행,2016-07-20,1,0.015%,36000,93174482048,5,11564992
23,인천상륙작전,2016-07-27,1,0.015%,30000,55089458803,4,7047160
23,바람불어 좋은 날,1980-11-27,1,0.015%,45000,2598000,8,1008
23,두만강아 잘 있거라,,1,0.015%,72000,3441000,14,1696
23,서울역,2016-08-17,1,0.015%,6000,1162399562,1,147020
23,왕초와 용가리,2016-09-08,1,0.015%,23000,5683200,4,916
23,터널,2016-08-10,1,0.015%,13500,57529242917,2,7120472
23,아가씨(확장판),,1,0.015%,218000,85523600,34,11317
1,아수라,2016-09-28,3632,72.873%,469843000,17516309062,62284,2218912
2,밀정,2016-09-07,1151,23.094%,102656300,60420083431,14219,7390553
3,물숨,2016-09-29,53,1.063%,1641500,41599500,223,5401
4,할머니의 먼 집,2016-09-29,25,0.502%,1250600,12162300,154,1697
5,젊은 형부,2016-10-11,19,0.381%,684000,684000,123,123
6,"고산자, 대동여지도",2016-09-07,14,0.281%,648500,7777000258,94,970333
7,달빛궁궐,2016-09-07,13,0.261%,424000,1132426500,83,150461
7,최악의 하루,2016-08-25,13,0.261%,430500,635607190,55,80221
9,나홀로 휴가,2016-09-22,11,0.221%,124000,60809700,21,7988
9,럭키,2016-10-13,11,0.221%,288000,88788000,36,10402
11,한강블루스,2016-09-22,6,0.12%,218000,14792100,36,1785
12,죽여주는 여자,2016-10-06,5,0.1%,1082000,15002000,149,1821
13,브링 홈: 아버지의 땅,2016-09-01,4,0.08%,1079000,115347200,156,14754
13,대결,2016-09-22,4,0.08%,749000,237056500,85,30708
15,자백,2016-10-13,3,0.06%,5964000,109674000,741,15593
15,그랜드파더,2016-08-31,3,0.06%,35200,233193800,8,31554
17,범죄의 여왕,2016-08-25,2,0.04%,796000,343185400,132,43741
17,그림자들의 섬,2016-08-25,2,0.04%,56000,27658300,7,3982
17,인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,2,0.04%,240000,220051200,40,27070
17,왕초와 용가리,2016-09-08,2,0.04%,48000,5731200,7,923
17,우리들,2016-06-16,2,0.04%,388000,345782960,54,46224
22,아가씨(확장판),,1,0.02%,591800,86115400,89,11406
22,나는 증인이다,2016-09-14,1,0.02%,25000,4998800,5,956
22,그물,2016-10-06,1,0.02%,760000,11188500,76,1396
22,터널,2016-08-10,1,0.02%,20000,57529262917,3,7120475
22,장수상회,2015-04-09,1,0.02%,630000,8738494643,105,1165969
22,여배우들,2009-12-10,1,0.02%,271200,3778242600,34,513317
22,인천상륙작전,2016-07-27,1,0.02%,124000,55089582803,24,7047184
1,아수라,2016-09-28,3024,51.763%,339769100,17856078162,45189,2264101
2,그물,2016-10-06,979,16.758%,49102800,60291300,6805,8201
3,밀정,2016-09-07,929,15.902%,85113900,60505197331,11838,7402391
4,죽여주는 여자,2016-10-06,797,13.643%,67594000,82596000,9685,11506
5,물숨,2016-09-29,24,0.411%,1256000,42855500,155,5556
6,럭키,2016-10-13,22,0.377%,50712000,139500000,6339,16741
7,할머니의 먼 집,2016-09-29,19,0.325%,794300,12956600,107,1804
8,"고산자, 대동여지도",2016-09-07,11,0.188%,1440000,7778440258,249,970582
9,달빛궁궐,2016-09-07,9,0.154%,865000,1133291500,174,150635
10,나홀로 휴가,2016-09-22,6,0.103%,81000,60890700,11,7999
10,최악의 하루,2016-08-25,6,0.103%,231000,635838190,27,80248
12,대결,2016-09-22,3,0.051%,1556000,238612500,174,30882
12,자백,2016-10-13,3,0.051%,3420000,113094000,570,16163
14,나는 증인이다,2016-09-14,2,0.034%,12000,5010800,2,958
14,우리들,2016-06-16,2,0.034%,652000,346434960,157,46381
14,짐작보다 따뜻하게,2016-05-19,2,0.034%,11000,7413500,2,1013
17,서울역,2016-08-17,1,0.017%,5000,1162404562,1,147021
17,그랜드파더,2016-08-31,1,0.017%,0,233193800,0,31554
17,우리 손자 베스트,2016-12-08,1,0.017%,54000,79000,8,13
17,덕혜옹주,2016-08-03,1,0.017%,1800000,44380343109,300,5596173
1,아수라,2016-09-28,2953,51.518%,410459100,18266537262,48309,2312410
2,밀정,2016-09-07,928,16.19%,120300800,60625498131,15059,7417450
3,그물,2016-10-06,924,16.12%,62694600,122985900,7921,16122
4,죽여주는 여자,2016-10-06,784,13.678%,70814900,153410900,9057,20563
5,물숨,2016-09-29,31,0.541%,917000,43772500,129,5685
6,할머니의 먼 집,2016-09-29,21,0.366%,1004600,13961200,127,1931
7,럭키,2016-10-13,20,0.349%,40403000,179903000,4050,20791
8,달빛궁궐,2016-09-07,17,0.297%,374000,1133665500,74,150709
9,"고산자, 대동여지도",2016-09-07,11,0.192%,11697000,7790137258,1735,972317
10,최악의 하루,2016-08-25,7,0.122%,489000,636327190,57,80305
11,나홀로 휴가,2016-09-22,6,0.105%,65000,60955700,12,8011
12,자백,2016-10-13,4,0.07%,3771000,116865000,621,16784
13,그랜드파더,2016-08-31,3,0.052%,25600,233219400,4,31558
13,대결,2016-09-22,3,0.052%,1260000,239872500,140,31022
15,진시황제와 만리장성,,2,0.035%,330000,330000,165,165
15,그림자들의 섬,2016-08-25,2,0.035%,758000,28416300,151,4133
15,범죄의 여왕,2016-08-25,2,0.035%,34000,343219400,6,43747
15,덕혜옹주,2016-08-03,2,0.035%,852000,44381195109,138,5596311
15,터널,2016-08-10,2,0.035%,17000,57529279917,2,7120477
20,제6회 고양스마트영화제 1일 1부,,1,0.017%,1200000,1200000,150,150
20,제6회 고양스마트영화제 1일 3부,,1,0.017%,500000,500000,100,100
20,제6회 고양스마트영화제 1일 2부,,1,0.017%,1200000,1200000,150,150
20,부산행,2016-07-20,1,0.017%,16000,93174498048,2,11564994
20,인천상륙작전,2016-07-27,1,0.017%,52000,55089634803,10,7047194
20,귀여워,2004-11-26,1,0.017%,0,327192000,0,51266
20,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,1,0.017%,65000,899128000,13,134181
20,드롭박스,2016-05-19,1,0.017%,9000,16073800,1,2160
20,우리들,2016-06-16,1,0.017%,717000,347151960,179,46560
20,짐작보다 따뜻하게,2016-05-19,1,0.017%,6000,7419500,1,1014
1,아수라,2016-09-28,2638,45.459%,763599000,19030136262,87276,2399686
2,밀정,2016-09-07,843,14.527%,194811100,60820309231,23130,7440580
3,그물,2016-10-06,754,12.993%,82569700,205555600,10153,26275
4,죽여주는 여자,2016-10-06,670,11.546%,104904000,258314900,13063,33626
