광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
전라북도,전주시,008020,롯데시네마 전주(롯데백화점),8,"1,632",0,8,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2004-05-28,영업,직영,전라북도 전주시 완산구 서신동 971 번지 롯데백화점 7층,1544-8855,http://www.lottecinema.co.kr/
인천시,남구,015058,롯데시네마 인천터미널,4,538,0,4,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-11-25,영업,직영,인천광역시 남구 관교동 15 번지 지하1층 롯데시네마,,
인천시,서구,015054,롯데시네마 인천아시아드,6,"1,155",0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-12-23,영업,직영,인천광역시 서구 연희동 378 번지,02-1544-8855,www.lottecinema.co.kr
경기도,안양시,002036,롯데시네마 인덕원,6,916,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-10-29,영업,직영,경기도 안양시 동안구 관양동 1502-6 번지 (아이퍼스트건물 7~12층),1544-8855,www.lottetcinema.co.kr
경기도,부천시,002239,판타스틱 큐브,1,70,0,1,0,0,0,상설,,가입,인터파크(주),,영업,직영,경기도 부천시 원미구 상1동 394-2 번지 복사골문화센터,,
서울시,광진구,001268,메가박스군자,9,"1,127",0,9,0,0,0,상설,,가입,메가박스(주),2018-09-01,영업,위탁,서울특별시 광진구 군자동 477-12 번지,02-482-8746,
경기도,의정부시,002221,롯데시네마 의정부민락,7,902,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-08-19,영업,직영,"경기도 의정부시 민락동 804-6 번지 해동타워 8,9층",02-1544-8855,http://www.lottecinema.co.kr
서울시,은평구,001239,롯데시네마 은평,8,"1,336",0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-12-01,영업,직영,서울특별시 은평구 진관동 63 번지,02-1544-8855,http://www.lottecinema.co.kr
대구시,동구,012032,롯데시네마 대구율하,6,"1,394",0,0,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-07-15,영업,직영,대구광역시 동구 율하동 1117 번지,1544-8855,http://www.lottecinema.co.kr/
울산시,중구,014014,롯데시네마 울산성남,7,"1,123",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-03-20,영업,직영,울산광역시 중구 성남동 256-24 번지,1544-8855,www.lottecinema.co.kr
서울시,용산구,001208,롯데시네마 용산(전자랜드),8,"1,468",0,8,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-08-01,영업,직영,서울특별시 용산구 한강로3가 16-9 번지 용산전자랜드4~5F,1544-8855,http://www.lottecinema.co.kr/
서울시,영등포구,001104,롯데시네마 영등포,7,"1,328",0,7,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-04-29,영업,직영,서울특별시 영등포구 영등포동 618-496 번지 A동 7~9층,1544-8855,http://www.lottecinema.co.kr/
서울시,중구,001102,롯데시네마 에비뉴엘(명동),4,676,0,4,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-03-25,영업,직영,서울특별시 중구 남대문로2가 130 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,안양시,002217,롯데시네마 안양일번가,8,858,0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-05-03,영업,직영,경기도 안양시 만안구 안양동 676-1 번지 9~13층,02-1544-8855,http://www.lottecinema.co.kr
경기도,안양시,002019,롯데시네마 안양(안양역),7,"1,114",0,7,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2002-05-10,영업,직영,경기도 안양시 만안구 안양동 88-1 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,안산시,002106,롯데시네마 안산(롯데마트),7,"1,575",0,7,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-09-06,영업,직영,경기도 안산시 상록구 성포동 590 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,관악구,001155,롯데시네마 신림,8,"1,494",0,8,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2009-03-01,영업,직영,서울특별시 관악구 신림동 1641-2 번지 포도몰 10층,1544-8855,http://www.lottecinema.co.kr/
충청남도,아산시,005045,롯데시네마 아산터미널,6,"1,020",0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-01-24,영업,직영,충청남도 아산시 모종동 555-5 번지 아산터미널영화관 9~10층,1544-8855,www.lottecinema.co.kr
경기도,시흥시,002182,롯데시네마 시화,8,"1,140",0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-11-06,영업,직영,경기도 시흥시 정왕동 2327-2 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강북구,001244,롯데시네마 수유,6,852,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-04-26,영업,직영,서울특별시 강북구 번동 449-1 번지 11~12층,02-1544-8855,http://www.lottecinema.co.kr
경기도,수원시,002049,롯데시네마 수원,8,"1,980",0,8,4,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-11-27,영업,직영,경기도 수원시 권선구 서둔동 296-77 번지,1544-8855,
광주시,광산구,016036,롯데시네마 수완,7,"1,397",0,7,5,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-02-24,영업,직영,광주광역시 광산구 장덕동 1678 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,안산시,002124,롯데시네마 센트럴락(안산),9,"1,429",0,9,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-02-01,영업,직영,경기도 안산시 단원구 고잔동 539-2 번지 7~10층,1544-8855,http://www.lottecinema.co.kr/
대구시,달서구,012014,롯데시네마 성서,9,"1,644",0,9,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-01-19,영업,직영,대구광역시 달서구 이곡동 1244-1 번지,1544-8855,http://www.lottecinema.co.kr/
충청북도,청주시,004031,롯데시네마 서청주,6,"1,286",0,6,3,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-11-09,영업,직영,충청북도 청주시 흥덕구 비하동 811 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,관악구,001198,롯데시네마 서울대입구,5,687,0,5,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-12-29,영업,직영,서울특별시 관악구 봉천동 862-1 번지 10~12층,1544-8855,http://www.lottecinema.co.kr/
부산시,부산진구,011008,롯데시네마 서면(디시티),7,"1,409",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-09-01,영업,직영,부산광역시 부산진구 전포동 668-1 번지,1544-8855,http://www.lottecinema.co.kr/
대구시,달서구,012048,롯데시네마 상인,7,"1,276",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-12-17,영업,직영,대구광역시 달서구 상인동 241 번지,1544-8855,http://www.lottecinema.co.kr
부산시,사상구,011024,롯데시네마 사상(애플아울렛),7,"1,550",0,7,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-01-13,영업,직영,부산광역시 사상구 괘법동 534-2 번지 부산서부버스터미널 3~5층,1544-8855,http://www.lottecinema.co.kr/
인천시,부평구,015036,롯데시네마 부평역사,9,"1,290",0,9,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-09-04,영업,직영,인천광역시 부평구 부평동 738-21 번지 7층,1544-8855,http://www.lottecinema.co.kr/
경기도,부천시,002187,롯데시네마 부천(신중동역),8,"1,298",0,8,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-04-06,영업,직영,경기도 부천시 원미구 중동 1141-2 번지,1544-8855,http://www.lottecinema.co.kr/
부산시,부산진구,011009,롯데시네마 부산본점(백화점),11,"2,062",0,11,9,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2001-06-16,영업,직영,부산광역시 부산진구 부전동 503-15 번지 롯데백화점 10층,1544-8855,http://www.lottecinema.co.kr/
경기도,화성시,002119,롯데시네마 병점,8,"1,098",0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-09-28,영업,직영,경기도 화성시 병점동 844-1 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,남양주시,002035,롯데시네마 마석,2,172,0,2,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-06-27,영업,직영,경기도 남양주시 화도읍 255-24 번지,1544-8855,www.lottecinema.co.kr
경기도,고양시,002059,롯데시네마 라페스타(일산),8,"1,490",0,8,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2003-07-17,영업,직영,경기도 고양시 일산동구 장항동 764 번지 라페스타 C 3층,1544-8855,http://www.lottecinema.co.kr/
강원도,동해시,003042,롯데시네마 동해,5,719,0,5,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2009-02-22,영업,직영,강원도 동해시 천곡동 864 번지,1544-8855,http://www.lottecinema.co.kr/
대구시,중구,012029,롯데시네마 동성로,8,"1,376",0,8,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-05-16,영업,직영,대구광역시 중구 동성로2가 66-1 번지 더락 4층,1544-8855,http://www.lottecinema.co.kr/
부산시,기장군,011056,롯데시네마 동부산(아울렛),6,"1,014",0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-12-23,영업,직영,부산광역시 기장군 기장읍 당사리 64 번지 동부산 롯데몰 3층 롯데시네마 동부산,1544-8855,http://www.lottecinema.co.kr/
부산시,동래구,011040,롯데시네마 동래,9,"1,581",0,9,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-06-01,영업,직영,부산광역시 동래구 온천동 502-3 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,금천구,001226,롯데시네마 독산,8,"1,606",0,8,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-11-07,영업,직영,서울특별시 금천구 독산동 291-5 번지,1544-8855,http://www.lottecinema.co.kr/
대전시,서구,013028,롯데시네마 대전둔산,10,"1,669",0,10,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-05-31,영업,직영,대전광역시 서구 월평동 243 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,용인시,002238,롯데시네마 용인기흥,7,"1,091",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-09-12,영업,직영,경기도 용인시 기흥구 구갈동 234 번지,,
대전시,서구,013021,별빛영화마을 대전자동차극장,1,160,0,1,0,0,0,상설,,가입,,,영업,직영,대전광역시 서구 오동 181-1 번지,042-863-0104,
대전시,서구,013007,롯데시네마 대전(롯데백화점),8,"1,144",0,8,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2000-05-05,영업,직영,대전광역시 서구 괴정동 423-1 번지,1544-8855,http://www.lottecinema.co.kr/
부산시,중구,011061,롯데시네마 대영,6,982,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-03-16,영업,직영,부산광역시 중구 남포동5가 12-1 번지 대영시네마타운,02-1544-8855,www.lottecinema.co.kr
대구시,서구,012042,롯데시네마 대구광장,7,"1,300",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-09-28,영업,직영,대구광역시 서구 내당동 463-62 번지 M프라자4층,1544-8855,http://www.lottecinema.co.kr/
서울시,노원구,001109,롯데시네마 노원,10,"1,868",0,10,9,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-11-23,영업,직영,서울특별시 노원구 상계동 713 번지 롯데백화점 10층,1544-8855,http://www.lottecinema.co.kr/
강원도,원주시,003024,롯데시네마 남원주,7,"1,196",0,7,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-10-28,영업,직영,"강원도 원주시 단구동 1511-2 번지 스타월드 5,6층",1544-8855,http://www.lottecinema.co.kr/
경상남도,김해시,007065,롯데시네마 김해아울렛,6,"1,023",0,6,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-06-28,영업,직영,경상남도 김해시 신문동 1414 번지 롯데아울렛 신관 4층,1544-8855,http://www.lottecinema.co.kr
경상남도,김해시,007066,롯데시네마 김해부원,7,"1,121",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-05-23,영업,직영,경상남도 김해시 부원동 901 번지,1544-8855,www.lottecinema.co.kr
서울시,강서구,001188,롯데시네마 김포공항,9,"2,095",0,9,6,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-12-09,영업,직영,서울특별시 강서구 방화동 886 번지 외6필지,1544-8855,http://www.lottecinema.co.kr/
전라북도,군산시,008232,롯데시네마 군산몰,7,"1,014",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-04-27,영업,직영,전라북도 군산시 조촌동 450-21 번지,02-1544-8855,www.lottecinema.co.kr
전라북도,군산시,008041,롯데시네마 군산나운,7,"1,085",0,7,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-11-01,영업,직영,전라북도 군산시 나운동 114-34 번지 롯데시네마,,
경상북도,구미시,006038,롯데시네마 구미공단,8,"1,203",0,8,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-04-27,영업,직영,"경상북도 구미시 공단동 253-2 번지 4층일부,5~7층전체",1544-8855,http://www.lottecinema.co.kr/
경기도,구리시,002055,롯데시네마 구리아울렛,7,"1,115",0,7,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-12-24,영업,직영,경기도 구리시 인창동 419-7 번지 6~8층 롯데시네마,1544-8855,
경기도,광주시,002208,롯데시네마 광주터미널,3,231,0,3,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-07-27,영업,직영,경기도 광주시 경안동 25-3 번지 광주버스터미널2층,1544-8855,http://www.lottecinema.co.kr/
광주시,동구,016014,롯데시네마 광주(롯데백화점),5,994,0,5,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2000-07-01,영업,직영,광주광역시 동구 대인동 7-1 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,광명시,002050,롯데시네마 광명아울렛,7,"1,218",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-12-05,영업,직영,경기도 광명시 일직동 500 번지 롯데프리미엄아울렛 광명점 5층,1544-8855,
경기도,광명시,002063,롯데시네마 광명,6,"1,042",0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-01-08,영업,직영,경기도 광명시 광명동 150-19 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,수원시,002085,롯데시네마 광교아울렛,6,889,0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-09-04,영업,직영,"경기도 수원시 영통구 이의동 1338 번지 롯데아울렛 광교점 4,5층",,
충청남도,금산군,005063,금산시네마,2,150,0,2,1,0,0,상설,,가입,인터파크(주),2018-09-01,영업,위탁,,041-751-7668,
서울시,송파구,001126,잠실자동차극장,2,400,2,0,0,0,0,상설,,가입,인터파크(주),2011-12-30,영업,직영,서울특별시 송파구 잠실동 1168-1 번지,02-3431-0450,http://
대전시,서구,013032,롯데시네마 대전센트럴,7,859,0,7,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-07-19,영업,직영,대전광역시 서구 둔산동 1279 번지,1544-8855,www.lottecinema.co.kr
강원도,강릉시,003043,강릉독립예술극장 신영,1,200,1,1,0,0,0,상설,,가입,맥스무비(주),,영업,직영,강원도 강릉시 임당동 152-2 번지,033-645-7415,
경상북도,경산시,006063,롯데시네마 경산,8,"1,164",0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-11-30,영업,직영,경상북도 경산시 대평동 439-7 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,광진구,001122,롯데시네마 건대입구_샤롯데,1,32,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-01-26,영업,직영,서울특별시 광진구 자양동 227-7 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강서구,001234,롯데시네마 가양,6,839,0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-10-17,영업,직영,서울특별시 강서구 등촌동 73-1 번지 롯데시네마 가양,070-7434-4064,
서울시,금천구,001202,롯데시네마 가산디지털,6,"1,054",0,6,3,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-03-21,영업,직영,서울특별시 금천구 가산동 60-8 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,안성시,001207,롯데시네마 안성,2,164,0,2,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-07-19,영업,직영,경기도 안성시 공도읍 양기리 306-번지 번지 롯데마트 안성점 1층,1544-8855,www.lottecinema.co.kr
경기도,안산시,002068,롯데시네마 안산고잔,7,"1,788",0,7,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-07-17,영업,직영,경기도 안산시 단원구 고잔동 717-2 번지,,
서울시,노원구,001235,롯데시네마 수락산,5,634,0,5,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-11-13,영업,직영,서울특별시 노원구 상계동 1132-35 번지 3~9층,1544-8855,www.lottecinema.co.kr
경기도,평택시,002175,롯데시네마 송탄,5,932,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-09-06,영업,직영,경기도 평택시 서정동 818-36 번지 8층 (서정동),1544-8855,http://www.lottecinema.co.kr/
경기도,군포시,002216,롯데시네마 산본피트인,7,980,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-05-02,영업,직영,경기도 군포시 산본동 1145-6 번지 10층 (산본동),02-1544-8855,http://www.lottecinema.co.kr
서울시,강동구,001258,메가박스강동,10,"1,352",0,10,0,0,0,상설,,가입,메가박스(주),2018-05-01,영업,위탁,서울특별시 강동구 성내동 549-1 번지,02-482-8746,
인천시,부평구,015060,씨네큐 부평,6,730,0,6,0,0,0,상설,,가입,(주)넥스트엔터테인먼트월드,2018-06-23,영업,위탁,인천광역시 부평구 부평동 159-15 번지,,www.cineq.co.kr
전라북도,완주군,008223,완주 휴 시네마,2,90,0,2,1,0,0,상설,,가입,인터파크(주),2014-09-18,영업,위탁,전라북도 완주군 봉동읍 881 번지,063-263-9012,
경기도,안성시,002236,CGV 안성,8,"1,001",0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-05-28,영업,위탁,경기도 안성시 석정동 139-1 번지 CGV안성,031-677-3790,
부산시,남구,011065,부산예술관,1,142,0,1,0,0,0,상설,,가입,인터파크(주),,영업,직영,부산광역시 남구 대연동 965-2 번지 부산예술관,051-622-7711,http://cafe.naver.com/busanartcinema
대구시,북구,012031,롯데시네마 프리미엄칠곡,6,484,0,6,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-09-05,영업,위탁,"대구광역시 북구 구암동 769-1 번지 5층 일부, 6~9층",1544-8855,http://www.lottecinema.co.kr/
광주시,광산구,016045,롯데시네마 광주광산,8,733,0,8,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-04-19,영업,위탁,,,
경상남도,진주시,007030,롯데시네마 프리미엄 진주,9,994,0,9,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2004-12-02,영업,위탁,경상남도 진주시 중안동 12-13 번지,1544-8855,http://www.lottecinema.co.kr/
광주시,동구,016040,롯데시네마 충장로,9,693,0,9,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-12-19,영업,위탁,광주광역시 동구 황금동 12-2 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강동구,001096,롯데시네마 강동,10,"1,846",0,10,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-04-24,영업,위탁,서울특별시 강동구 성내동 44-1 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,송파구,001225,롯데시네마 월드타워_샤롯데,3,72,0,3,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-10-15,영업,직영,"서울특별시 송파구 신천동 29 번지 신천동,엔터동롯데시네마(5~11F)",1544-8855,http://www.lottecinema.co.kr/
전라남도,여수시,009028,메가박스 여수,8,793,0,8,3,0,0,상설,,가입,메가박스(주),2005-07-07,영업,위탁,전라남도 여수시 신기동 11 번지,1544-0070,http://www.megabox.co.kr/
광주시,동구,016037,롯데시네마 광주(롯데백화점)_샤롯데,1,30,0,1,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2000-07-01,영업,직영,광주광역시 동구 대인동 7-1 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강서구,001189,롯데시네마 김포공항_샤롯데,1,32,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-12-01,영업,직영,서울특별시 강서구 방화동 886 번지,1544-8855,http://www.lottecinema.co.kr/
충청남도,부여군,005026,금성시네마,2,108,0,2,1,0,0,상설,,가입,맥스무비(주),2009-02-10,영업,직영,충청남도 부여군 부여읍 구아리 209-1 번지,041-833-9999,http://
부산시,중구,011003,CGV 남포,2,236,0,2,0,0,0,상설,,가입,CJ올리브네트웍스(주),2001-11-10,영업,위탁,부산광역시 중구 남포동6가 91 번지,1544-1122,http://www.cgv.co.kr/
대구시,북구,012022,CGV 칠곡,7,"1,099",0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2007-10-31,영업,위탁,대구광역시 북구 동천동 894-1 번지,1544-1122,http://www.cgv.co.kr/
충청남도,논산시,005012,논산시네마,5,262,0,5,0,0,0,상설,,가입,맥스무비(주),2003-09-10,영업,직영,충청남도 논산시 반월동 68-19 번지,041-734-7051,http://
서울시,마포구,001146,Cinema상상마당,1,77,1,1,0,0,0,상설,,가입,맥스무비(주),2011-12-05,영업,직영,서울특별시 마포구 서교동 367-5 번지 KT&G 시네마 상상마당,02-330-6243,
대구시,중구,012047,대구독립영화전용관 오오극장,1,55,0,1,0,0,0,상설,,가입,인터파크(주),2015-02-05,영업,직영,대구광역시 중구 수동 1-6 번지 1층,053-425-3553,
인천시,중구,015017,애관극장(인천),5,809,0,5,0,0,0,상설,,가입,맥스무비(주),2004-01-16,영업,직영,인천광역시 중구 경동 238 번지,032-761-7177,http://aekwan.co.kr/
광주시,동구,016013,광주극장,1,824,1,1,0,0,0,상설,,가입,인터파크(주),2004-03-26,영업,직영,광주 동구 충장로5가 62,062-224-5858,http://
강원도,춘천시,003198,CGV 춘천명동,6,698,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2014-05-01,영업,위탁,강원도 춘천시 죽림동 189 번지 (죽림동),1544-1122,
경기도,광명시,002038,CGV 광명철산,6,476,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2014-01-24,영업,위탁,경기도 광명시 철산동 436 번지 덕수빌딩 4층,1544-1122,
경기도,안산시,002211,명화극장,1,212,0,1,0,0,0,상설,,가입,인터파크(주),2012-12-31,영업,직영,경기도 안산시 단원구 고잔동 541-1 번지,031-480-3827,
경기도,양주시,002206,롯데시네마 양주고읍,3,339,0,3,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-04-19,영업,위탁,경기도 양주시 광사동 651-6 번지 광장프라자5층,1544-8855,
제주도,서귀포시,010010,롯데시네마 서귀포,6,649,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-12-28,영업,위탁,제주특별자치도 서귀포시 법환동 914 번지 월드컵경기장내,1544-8855,http://www.lottecinema.co.kr/
경상남도,거제시,007037,CGV 거제,7,"1,223",0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2006-09-28,영업,직영,경상남도 거제시 신현읍 고현리 958-15,1544-1122,http://www.cgv.co.kr/
경기도,광주시,002231,CGV 경기광주,8,"1,202",0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-09-30,영업,위탁,경기도 광주시 역동 16-1 번지,,
인천시,연수구,015043,CGV 인천연수,6,"1,213",0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2012-10-05,영업,직영,인천광역시 연수구 동춘동 926 번지 스퀘어원 쇼핑몰 4층,1544-1122,http://www.cgv.co.kr/
경상남도,통영시,007064,CGV 통영,6,735,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2013-03-29,영업,위탁,경상남도 통영시 북신동 698-1 번지 월드지브이존,1544-1122,http://www.cgv.co.kr/
강원도,강릉시,003209,강릉자동차극장,1,30,0,1,0,0,0,상설,,가입,맥스무비(주),2017-07-19,영업,직영,강원도 강릉시 구정면 어단리 478-132 번지,033-645-7200,www.강릉자동차극장.채ㅡ
대구시,중구,012045,CGV 대구아카데미,7,"1,166",0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-01-24,영업,직영,대구광역시 중구 남일동 65-1 번지 아카데미시네마 3층-8층,1544-1122,
서울시,중구,001105,롯데시네마 에비뉴엘(명동)_샤롯데,1,34,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-03-25,영업,직영,서울특별시 중구 남대문로2가 130 번지,1544-8855,http://www.lottecinema.co.kr/
전라남도,여수시,009055,여수자동차극장,1,0,0,0,0,0,0,상설,,가입,,2017-03-29,영업,직영,전라남도 여수시 소호동 928 번지,061-691-6263,http://www.yeosudit.com
경기도,화성시,002227,화성시문화재단 모두누림센터 누림아트홀,1,286,0,1,1,0,0,상설,,가입,인터파크(주),2017-03-15,영업,직영,경기도 화성시 반송동 108 번지 동탄복합문화센터 (반송동),031-357-5254,http://www.hcf.or.kr/
충청남도,예산군,005056,예산시네마,2,99,0,2,1,0,0,상설,,가입,인터파크(주),,영업,위탁,충청남도 예산군 예산읍 247-11 번지,041-333-2441,
광주시,북구,016039,광주자동차극장,2,320,0,2,1,0,0,상설,,가입,맥스무비(주),2017-02-22,영업,직영,광주광역시 북구 생용동 90 번지,062-575-5717,http://www.cinemapark.kr
경기도,양주시,002202,메가박스 양주,4,550,0,4,2,0,0,상설,,가입,메가박스(주),2011-12-27,영업,위탁,경기 양주시 광사동 651 해동월드타워 10F,1544-0070,http://www.megabox.co.kr
광주시,동구,016042,CGV 광주충장로,5,719,0,5,0,0,0,상설,,가입,CJ올리브네트웍스(주),2017-01-26,영업,위탁,광주광역시 동구 충장로4가 29-2 번지 충장로 4가 CGV광주충장로,,
경상북도,경주시,006062,롯데시네마 경주,2,373,0,2,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-01-13,영업,위탁,경상북도 경주시 노동동 73-2 번지 2층,1544-8855,http://www.lottecinema.co.kr/
전라북도,전주시,008022,메가박스 송천,8,"1,180",0,8,6,0,0,상설,,가입,메가박스(주),2004-09-24,영업,위탁,전라북도 전주시 덕진구 송천동2가 661-15 번지 메가월드 A동 3층,1544-0070,http://www.megabox.co.kr/
충청남도,홍성군,005034,용봉산시네마자동차극장,1,70,0,0,0,0,0,상설,,가입,맥스무비(주),,영업,직영,충청남도 홍성군 홍북면 상하리 88-22 번지,041-631-8123,http://
경기도,안성시,002133,무비마운틴자동차극장,2,100,0,2,0,0,0,상설,,가입,맥스무비(주),2011-02-07,영업,직영,경기도 안성시 원곡면 449-1 번지,031-655-4895,http://
경기도,파주시,002149,자유로자동차극장(파주),2,250,0,2,0,0,0,상설,,가입,맥스무비(주),2002-06-20,영업,직영,경기 파주시 탄현면 성동리 646,031-945-0609,http://
대구시,동구,012018,씨네80자동차극장,1,350,0,1,0,0,0,상설,,가입,맥스무비(주),,영업,직영,대구광역시 동구 용수동 50-1 번지,053-984-8008,
